"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Female",47,1,50,1,"1-2 Year",0,28267,124,84,0
"Male",20,1,28,0,"< 1 Year",1,2630,160,161,0
"Female",36,1,28,1,"1-2 Year",0,34199,23,18,0
"Male",46,1,28,1,"1-2 Year",1,45824,26,278,0
"Female",26,1,3,0,"< 1 Year",1,32929,160,235,0
"Male",49,1,28,1,"1-2 Year",0,34156,25,246,0
"Male",66,1,28,0,"> 2 Years",1,33453,124,54,0
"Male",47,1,9,0,"1-2 Year",1,25184,152,100,0
"Male",52,1,33,0,"1-2 Year",1,29634,26,56,0
"Male",43,1,37,0,"1-2 Year",1,31524,163,283,1
"Female",26,1,10,1,"< 1 Year",0,23609,152,24,0
"Male",31,1,29,1,"< 1 Year",0,29828,152,34,0
"Female",42,1,28,0,"1-2 Year",1,2630,154,45,1
"Male",67,1,36,0,"1-2 Year",1,67184,124,287,0
"Female",46,1,6,0,"1-2 Year",1,2630,26,172,0
"Male",34,1,28,0,"1-2 Year",1,37448,26,146,0
"Female",73,1,35,0,"1-2 Year",1,25818,124,244,0
"Female",43,1,46,0,"< 1 Year",0,2630,1,229,0
"Female",47,1,35,0,"> 2 Years",1,44616,26,201,1
"Female",45,1,28,0,"1-2 Year",1,25171,26,85,0
"Female",23,1,46,0,"< 1 Year",1,22428,160,45,0
"Male",55,1,46,0,"1-2 Year",1,23262,124,188,1
"Male",66,1,28,0,"> 2 Years",1,44830,26,13,0
"Female",23,1,46,0,"< 1 Year",1,40904,152,36,0
"Male",48,1,28,0,"1-2 Year",1,37741,124,229,1
"Female",50,1,8,1,"1-2 Year",0,61748,26,202,0
"Male",68,1,20,1,"1-2 Year",0,2630,26,29,0
"Female",46,1,28,0,"1-2 Year",1,53994,26,36,0
"Female",32,1,28,0,"1-2 Year",1,55452,55,282,0
"Female",21,1,42,0,"< 1 Year",1,33736,160,61,0
"Female",21,1,8,0,"< 1 Year",1,39411,160,228,0
"Male",22,1,47,1,"< 1 Year",0,37314,152,189,0
"Male",71,1,28,0,"1-2 Year",1,30174,26,228,0
"Male",37,1,10,0,"1-2 Year",1,21368,155,49,1
"Male",53,1,28,1,"1-2 Year",0,35731,124,246,0
"Female",36,1,29,0,"1-2 Year",1,2630,157,223,1
"Female",45,1,28,0,"1-2 Year",1,57107,26,70,0
"Male",68,1,28,0,"> 2 Years",1,36245,26,287,0
"Female",58,1,46,0,"1-2 Year",1,27891,154,191,1
"Female",24,1,45,1,"1-2 Year",1,23492,157,272,0
"Female",55,1,28,0,"1-2 Year",1,37698,60,272,0
"Female",27,1,2,1,"< 1 Year",1,34976,160,120,0
"Female",80,1,11,0,"1-2 Year",1,41425,154,275,1
"Female",55,1,28,0,"1-2 Year",1,44728,26,167,1
"Female",22,1,9,0,"< 1 Year",0,2630,152,253,0
"Female",36,1,28,0,"1-2 Year",1,30092,124,35,0
"Female",75,1,28,0,"1-2 Year",1,50778,122,114,1
"Male",39,1,8,1,"1-2 Year",0,27357,26,120,0
"Male",22,1,50,0,"< 1 Year",1,31581,152,115,0
"Female",44,1,3,0,"> 2 Years",1,21458,26,285,1
"Male",48,1,28,0,"< 1 Year",1,38928,26,172,0
"Female",46,1,8,0,"> 2 Years",1,2630,157,243,0
"Male",44,1,28,0,"1-2 Year",1,32350,24,132,1
"Male",23,1,29,1,"< 1 Year",0,37875,152,136,0
"Female",35,1,33,0,"1-2 Year",1,2630,124,17,0
"Male",39,1,36,0,"1-2 Year",1,40151,26,127,1
"Male",45,1,28,0,"> 2 Years",1,70184,44,156,1
"Male",59,1,28,0,"1-2 Year",1,52060,26,66,1
"Male",21,1,15,0,"< 1 Year",1,50082,152,17,0
"Male",71,1,39,1,"1-2 Year",0,35374,13,154,0
"Female",42,1,28,0,"> 2 Years",1,28521,26,160,1
"Male",35,1,28,1,"1-2 Year",1,2630,157,38,0
"Male",27,1,28,0,"1-2 Year",1,38455,124,251,1
"Male",46,1,33,0,"1-2 Year",1,2630,124,167,1
"Male",26,1,46,0,"< 1 Year",1,38966,152,91,0
"Female",26,1,28,1,"< 1 Year",0,31339,152,264,0
"Male",25,1,30,1,"< 1 Year",0,2630,152,216,0
"Male",40,1,31,0,"1-2 Year",1,2630,26,243,1
"Male",25,1,2,1,"< 1 Year",0,28477,152,241,0
"Female",43,1,7,0,"1-2 Year",1,32411,124,268,0
"Male",23,1,41,1,"< 1 Year",0,44335,152,271,0
"Female",57,1,28,1,"1-2 Year",0,42776,124,145,0
"Male",42,1,50,1,"1-2 Year",0,35732,8,216,0
"Female",45,1,30,0,"1-2 Year",1,2630,152,58,0
"Male",50,1,28,0,"1-2 Year",1,38907,26,195,1
"Male",21,1,36,1,"< 1 Year",0,34463,160,282,0
"Male",51,1,28,0,"> 2 Years",1,39358,26,230,0
"Female",48,1,50,0,"1-2 Year",1,31817,8,35,0
"Female",22,1,8,0,"< 1 Year",1,49149,152,168,0
"Male",26,1,28,0,"< 1 Year",1,39162,152,207,0
"Male",56,1,46,0,"1-2 Year",1,38510,11,296,0
"Male",28,1,28,1,"< 1 Year",0,40947,152,86,0
"Male",24,1,50,1,"< 1 Year",0,42703,152,191,0
"Male",67,1,33,0,"1-2 Year",1,31480,124,122,1
"Female",41,1,28,0,"1-2 Year",1,34320,124,21,0
"Female",28,1,10,1,"< 1 Year",0,25589,152,72,0
"Female",34,1,3,0,"1-2 Year",1,2630,156,279,1
"Male",31,1,28,1,"1-2 Year",0,2630,156,104,0
"Male",46,1,8,0,"1-2 Year",1,31960,25,23,1
"Male",39,1,2,0,"1-2 Year",1,31450,152,124,1
"Male",80,1,46,0,"1-2 Year",0,30562,11,249,0
"Female",21,1,27,0,"< 1 Year",0,37709,152,261,0
"Male",25,1,30,0,"< 1 Year",1,29701,152,121,0
"Male",43,1,41,1,"1-2 Year",0,51724,124,273,0
"Female",51,1,47,1,"1-2 Year",0,35050,16,138,0
"Female",30,1,10,1,"< 1 Year",0,30567,152,136,0
"Female",33,1,3,1,"< 1 Year",0,33952,152,171,0
"Female",58,1,28,0,"1-2 Year",0,35541,24,107,0
"Male",21,1,30,1,"< 1 Year",0,27299,160,81,0
"Female",35,1,41,0,"1-2 Year",1,44700,152,202,0
"Female",24,1,39,0,"< 1 Year",1,22099,152,31,0
"Female",45,1,46,0,"1-2 Year",1,25821,26,238,1
"Male",43,1,4,0,"1-2 Year",1,28323,154,107,0
"Male",39,1,18,0,"1-2 Year",1,2630,156,131,1
"Male",38,1,10,1,"1-2 Year",0,2630,151,281,0
"Female",35,1,28,0,"1-2 Year",1,52889,26,273,0
"Female",49,1,28,0,"> 2 Years",1,67788,52,141,0
"Male",23,1,27,0,"< 1 Year",1,28457,152,114,0
"Female",40,1,46,0,"1-2 Year",1,23692,124,109,0
"Male",22,1,27,1,"< 1 Year",0,27456,152,1098,0
"Female",32,1,3,1,"< 1 Year",0,35619,152,260,0
"Male",30,1,28,0,"1-2 Year",1,39382,124,269,1
"Female",61,1,28,0,"1-2 Year",1,33737,13,88,0
"Male",44,1,28,0,"1-2 Year",1,38009,26,267,0
"Male",45,1,28,0,"1-2 Year",1,50447,26,55,1
"Male",32,1,3,0,"< 1 Year",1,31972,152,104,1
"Female",35,1,48,1,"1-2 Year",0,2630,26,170,0
"Female",29,1,47,0,"< 1 Year",0,2630,152,352,0
"Female",27,1,7,0,"1-2 Year",1,2630,156,195,0
"Female",46,1,28,0,"1-2 Year",1,36750,26,296,1
"Male",60,1,29,1,"1-2 Year",0,26407,26,209,0
"Male",59,1,28,0,"1-2 Year",1,40761,154,104,0
"Female",36,1,41,0,"> 2 Years",1,45223,124,152,0
"Male",53,1,28,0,"1-2 Year",1,30411,124,97,0
"Male",53,1,28,1,"1-2 Year",0,45632,26,64,0
"Male",46,1,28,0,"1-2 Year",1,47065,26,212,1
"Male",48,1,37,0,"1-2 Year",1,29801,26,93,0
"Female",58,1,28,0,"> 2 Years",1,30195,26,249,0
"Male",55,1,23,0,"1-2 Year",1,28314,124,101,0
"Male",47,1,8,1,"1-2 Year",0,26871,26,289,0
"Male",39,1,8,0,"1-2 Year",1,34544,29,99,1
"Male",52,1,41,0,"1-2 Year",1,23623,124,144,0
"Female",26,1,30,1,"< 1 Year",0,31233,152,239,0
"Female",23,1,27,0,"< 1 Year",1,32426,152,109,0
"Male",39,1,28,0,"> 2 Years",1,38576,26,234,1
"Male",26,1,47,0,"< 1 Year",1,28459,157,240,0
"Male",56,1,45,1,"1-2 Year",0,2630,26,190,0
"Male",48,1,8,0,"> 2 Years",1,52425,26,25,1
"Female",48,1,28,0,"1-2 Year",1,34987,124,21,1
"Female",22,1,33,0,"< 1 Year",1,37148,152,252,0
"Female",40,1,28,0,"1-2 Year",1,32748,122,245,0
"Male",50,1,16,0,"1-2 Year",1,17146,124,93,1
"Male",62,1,50,0,"1-2 Year",1,36343,26,177,0
"Male",48,1,28,0,"1-2 Year",1,34945,26,24,0
"Female",36,1,9,0,"1-2 Year",1,38639,31,256,1
"Female",37,1,28,0,"1-2 Year",1,40477,26,83,1
"Male",43,1,27,0,"1-2 Year",1,2630,157,33,0
"Male",52,1,11,0,"> 2 Years",1,38356,124,171,1
"Female",26,1,39,0,"< 1 Year",0,28688,152,157,0
"Male",63,1,28,0,"1-2 Year",1,2630,156,195,0
"Male",39,1,28,0,"1-2 Year",0,37276,124,246,0
"Male",56,1,29,1,"1-2 Year",0,33525,124,98,0
"Male",26,1,28,1,"< 1 Year",0,40297,152,209,0
"Male",33,1,28,0,"< 1 Year",1,2630,152,269,0
"Male",29,1,18,1,"< 1 Year",0,33313,152,69,0
"Female",24,1,28,1,"< 1 Year",0,49246,152,39,0
"Female",21,1,30,0,"< 1 Year",1,28693,160,79,0
"Male",46,1,28,0,"1-2 Year",1,2630,26,242,0
"Male",25,1,50,1,"< 1 Year",0,27238,152,263,0
"Female",22,1,14,1,"< 1 Year",0,54240,152,177,0
"Male",52,1,30,0,"1-2 Year",1,32307,124,37,1
"Female",38,1,4,1,"1-2 Year",0,2630,124,189,0
"Male",21,1,14,1,"< 1 Year",0,24049,152,76,0
"Female",41,1,28,0,"1-2 Year",0,49801,124,194,0
"Female",22,1,6,1,"< 1 Year",0,23483,152,202,0
"Female",42,1,28,0,"1-2 Year",1,29661,23,241,0
"Female",21,1,2,1,"< 1 Year",0,27690,160,51,0
"Female",29,1,28,1,"< 1 Year",0,45958,152,265,0
"Female",68,1,8,0,"1-2 Year",1,37044,124,162,0
"Male",50,1,48,0,"1-2 Year",1,2630,104,167,0
"Female",25,1,43,0,"< 1 Year",1,2630,152,119,0
"Female",31,1,45,1,"< 1 Year",0,21827,152,279,0
"Female",50,1,28,0,"1-2 Year",1,2630,65,97,0
"Female",100,1,12,0,"1-2 Year",1,28073,124,22,0
"Male",43,1,28,0,"> 2 Years",1,38571,26,209,1
"Male",22,1,47,1,"< 1 Year",0,55014,26,27,0
"Male",76,1,28,0,"1-2 Year",1,40985,124,16,1
"Male",54,1,50,1,"1-2 Year",0,25514,8,258,0
"Female",37,1,1,0,"1-2 Year",0,2630,124,230,0
"Female",27,1,14,0,"1-2 Year",1,2630,156,114,1
"Male",36,1,21,0,"1-2 Year",1,33880,152,120,0
"Male",34,1,30,1,"1-2 Year",0,2630,122,172,0
"Male",22,1,3,0,"< 1 Year",1,31722,152,140,1
"Female",21,1,22,0,"< 1 Year",0,31239,160,55,0
"Female",25,1,30,0,"< 1 Year",1,2630,156,139,0
"Male",22,1,27,1,"< 1 Year",0,33475,152,135,0
"Male",46,1,28,0,"1-2 Year",1,34198,124,156,1
"Female",31,1,50,1,"< 1 Year",0,14970,152,58,0
"Female",30,1,41,0,"1-2 Year",1,2630,156,251,0
"Female",32,1,28,0,"< 1 Year",1,2630,124,264,1
"Male",38,1,41,0,"1-2 Year",1,34298,124,157,1
"Male",40,1,8,0,"1-2 Year",1,42288,26,136,1
"Male",27,1,2,1,"< 1 Year",0,27573,152,95,0
"Male",31,1,15,0,"< 1 Year",0,32145,152,113,0
"Female",24,1,37,1,"< 1 Year",0,39080,152,129,0
"Female",23,1,36,1,"< 1 Year",0,35579,152,148,0
"Male",22,1,46,0,"< 1 Year",1,25945,152,131,0
"Male",42,1,28,0,"1-2 Year",1,48775,26,192,1
"Male",25,1,29,1,"< 1 Year",0,32599,152,276,0
"Female",24,1,28,1,"< 1 Year",0,35268,152,135,0
"Female",21,1,8,1,"< 1 Year",0,42193,152,114,0
"Male",60,1,10,0,"1-2 Year",1,28237,163,168,1
"Female",66,1,28,1,"1-2 Year",0,40121,124,246,0
"Female",47,1,48,0,"1-2 Year",1,2630,26,41,0
"Female",27,1,12,1,"< 1 Year",0,2630,152,210,0
"Male",33,1,8,0,"1-2 Year",1,31444,124,46,0
"Female",21,1,8,1,"< 1 Year",0,65326,160,163,0
"Female",23,1,27,0,"< 1 Year",1,2630,152,229,0
"Male",27,1,41,1,"< 1 Year",0,32547,152,100,0
"Male",30,1,3,0,"< 1 Year",1,23555,156,103,1
"Male",33,1,18,0,"1-2 Year",1,2630,156,70,0
"Female",31,1,15,0,"1-2 Year",1,50093,154,78,1
"Female",65,1,28,0,"1-2 Year",1,56426,124,152,0
"Male",72,1,31,1,"1-2 Year",0,2630,124,27,0
"Male",52,1,46,0,"1-2 Year",1,56000,26,223,0
"Female",91,1,14,1,"< 1 Year",0,26233,151,202,0
"Female",23,1,46,1,"< 1 Year",0,32177,160,15,0
"Female",41,1,28,0,"1-2 Year",1,27930,26,215,1
"Male",55,1,24,0,"1-2 Year",1,30637,124,121,1
"Female",23,1,8,1,"< 1 Year",0,33761,152,247,0
"Female",27,1,47,1,"< 1 Year",0,35142,152,156,0
"Male",37,1,32,1,"1-2 Year",1,2630,124,83,0
"Male",22,1,34,0,"< 1 Year",0,32329,152,17,0
"Male",45,1,28,1,"1-2 Year",0,40413,26,135,0
"Female",43,1,29,0,"1-2 Year",0,58835,124,24,0
"Male",42,1,28,1,"1-2 Year",0,32535,124,150,0
"Male",22,1,46,0,"< 1 Year",1,41748,152,264,1
"Female",66,1,8,0,"1-2 Year",1,36545,124,245,0
"Male",37,1,45,1,"1-2 Year",0,28657,107,286,0
"Female",50,1,28,0,"1-2 Year",0,37998,26,183,0
"Male",74,1,28,1,"1-2 Year",1,41883,26,293,0
"Male",53,1,8,0,"1-2 Year",1,36346,124,222,0
"Male",31,1,28,0,"< 1 Year",1,50064,156,228,1
"Female",68,1,46,0,"1-2 Year",1,26285,152,263,0
"Female",24,1,33,0,"< 1 Year",1,30974,152,25,0
"Female",24,1,41,1,"< 1 Year",0,28174,152,36,0
"Male",42,1,28,1,"1-2 Year",0,36111,24,152,0
"Female",41,1,3,0,"1-2 Year",1,35139,124,79,0
"Male",43,1,38,1,"1-2 Year",0,33773,124,171,0
"Male",45,1,46,1,"1-2 Year",0,29470,124,70,0
"Male",40,1,6,1,"1-2 Year",0,33768,124,142,0
"Female",24,1,45,0,"< 1 Year",1,21357,151,298,0
"Male",62,1,28,0,"1-2 Year",1,49296,26,188,0
"Male",68,1,28,1,"1-2 Year",0,45909,26,71,0
"Female",24,1,6,0,"< 1 Year",1,40082,152,77,0
"Male",22,1,30,0,"< 1 Year",1,37056,124,76,0
"Male",29,1,28,0,"1-2 Year",0,50121,26,142,0
"Male",31,1,36,0,"1-2 Year",0,39100,124,287,0
"Female",32,1,31,0,"< 1 Year",1,2630,152,38,0
"Female",22,1,3,0,"1-2 Year",1,31806,157,51,1
"Female",40,1,8,1,"1-2 Year",0,31203,124,251,0
"Female",29,1,15,1,"< 1 Year",0,32958,152,250,0
"Male",26,1,37,1,"< 1 Year",0,31232,26,125,0
"Male",42,1,28,0,"1-2 Year",1,31410,124,23,1
"Female",21,1,30,1,"< 1 Year",0,26602,152,218,0
"Female",24,1,28,1,"< 1 Year",0,25122,152,247,0
"Male",48,1,41,0,"1-2 Year",1,2630,157,23,1
"Male",40,1,28,0,"1-2 Year",1,40619,26,249,0
"Male",45,1,3,0,"1-2 Year",1,44157,124,95,0
"Male",35,1,24,0,"1-2 Year",1,32717,154,170,1
"Male",51,1,28,1,"1-2 Year",0,45919,122,53,0
"Female",24,1,18,0,"< 1 Year",1,33344,152,143,0
"Male",52,1,47,0,"1-2 Year",1,39486,26,283,1
"Male",64,1,18,1,"1-2 Year",0,39486,154,150,0
"Male",28,1,28,0,"< 1 Year",1,61964,152,28,0
"Female",22,1,2,0,"< 1 Year",0,30290,152,67,0
"Female",27,1,49,1,"< 1 Year",0,2630,153,1417,0
"Female",62,1,28,1,"1-2 Year",1,34625,26,25,0
"Male",47,1,11,0,"1-2 Year",1,2630,156,94,0
"Female",28,1,49,0,"< 1 Year",1,2630,152,234,0
"Male",67,1,28,0,"1-2 Year",1,37108,30,151,0
"Male",29,1,28,1,"1-2 Year",0,65751,139,71,0
"Male",22,1,16,1,"< 1 Year",0,32034,152,66,0
"Female",43,1,28,0,"1-2 Year",1,30097,26,66,1
"Female",38,1,29,0,"1-2 Year",1,36809,124,62,1
"Male",46,1,28,0,"1-2 Year",1,33483,26,273,0
"Male",47,1,28,0,"1-2 Year",0,29048,26,49,1
"Female",40,1,8,0,"1-2 Year",1,34799,124,167,1
"Female",23,1,36,1,"< 1 Year",0,2630,152,55,0
"Female",22,1,15,1,"< 1 Year",0,38201,152,151,0
"Male",29,1,17,0,"< 1 Year",0,2630,152,120,0
"Male",29,1,8,1,"< 1 Year",0,36044,151,231,0
"Female",69,1,8,0,"1-2 Year",1,83666,3,288,0
"Female",43,1,33,0,"> 2 Years",1,27675,26,46,1
"Male",24,1,45,0,"< 1 Year",1,23056,152,294,1
"Male",30,1,29,0,"1-2 Year",1,2630,124,172,1
"Male",21,1,46,0,"< 1 Year",1,28595,160,19,0
"Male",54,1,46,0,"1-2 Year",1,35234,124,98,0
"Female",42,1,46,1,"1-2 Year",0,27922,93,195,0
"Male",22,1,47,1,"< 1 Year",1,43094,152,262,0
"Female",24,1,3,1,"< 1 Year",0,24241,152,89,0
"Male",24,1,22,1,"< 1 Year",0,2630,152,26,0
"Male",34,1,46,1,"1-2 Year",0,28377,152,71,0
"Male",51,1,28,0,"> 2 Years",1,40734,154,270,0
"Male",48,1,30,1,"1-2 Year",0,2630,152,278,0
"Female",31,1,30,0,"1-2 Year",1,24411,154,197,1
"Male",57,1,28,0,"1-2 Year",1,46254,26,239,1
"Female",36,1,46,0,"1-2 Year",1,2630,157,191,0
"Male",48,1,28,0,"1-2 Year",1,39818,26,169,1
"Female",76,1,28,0,"1-2 Year",1,39434,120,35,0
"Male",24,1,46,1,"< 1 Year",0,28453,152,175,0
"Male",24,1,13,1,"< 1 Year",0,21420,151,134,0
"Female",41,1,31,1,"1-2 Year",0,2630,26,78,0
"Male",61,1,28,0,"1-2 Year",1,34140,122,67,0
"Male",37,1,41,0,"1-2 Year",1,34451,152,92,1
"Male",59,1,28,0,"1-2 Year",1,30930,26,1169,0
"Male",20,1,13,1,"< 1 Year",0,2630,160,64,0
"Female",22,1,26,1,"< 1 Year",0,38922,152,45,0
"Male",52,1,7,0,"1-2 Year",1,2630,124,160,0
"Male",20,1,27,0,"< 1 Year",1,2630,160,142,0
"Male",47,1,29,0,"1-2 Year",1,36313,154,66,0
"Male",41,1,28,0,"1-2 Year",1,42123,124,141,1
"Male",56,1,3,0,"1-2 Year",1,25362,124,79,1
"Female",31,1,28,0,"1-2 Year",1,29887,124,261,0
"Female",25,1,6,1,"< 1 Year",0,2630,152,197,0
"Male",25,1,7,1,"< 1 Year",0,32205,152,172,0
"Male",22,1,18,1,"< 1 Year",0,41538,152,160,0
"Female",40,1,28,0,"1-2 Year",1,74189,124,147,0
"Male",39,1,28,0,"1-2 Year",1,42882,124,295,0
"Female",25,1,28,1,"< 1 Year",0,22857,152,276,0
"Male",27,1,50,1,"< 1 Year",0,50432,152,60,0
"Male",77,1,3,0,"1-2 Year",1,2630,26,36,0
"Male",23,1,46,1,"< 1 Year",0,36719,152,101,0
"Male",26,1,18,0,"< 1 Year",0,2630,156,1450,0
"Female",48,1,19,0,"1-2 Year",1,40936,122,134,0
"Female",28,1,8,1,"< 1 Year",0,47790,152,27,0
"Female",24,1,50,1,"< 1 Year",0,31462,152,267,0
"Male",53,1,29,0,"1-2 Year",1,60308,26,212,1
"Female",23,1,10,1,"< 1 Year",0,15856,152,13,0
"Male",25,1,46,1,"< 1 Year",0,2630,152,125,0
"Female",23,1,30,1,"< 1 Year",0,27334,152,126,0
"Male",44,1,33,0,"1-2 Year",1,27550,124,20,0
"Male",37,1,8,0,"1-2 Year",1,2630,156,234,0
"Male",49,1,28,1,"1-2 Year",0,2630,124,49,0
"Male",44,1,7,0,"1-2 Year",1,55872,26,113,0
"Female",31,1,28,1,"< 1 Year",0,34651,152,173,0
"Female",51,1,8,0,"1-2 Year",1,2630,124,159,0
"Male",37,1,7,0,"1-2 Year",1,52456,124,247,0
"Female",22,1,46,1,"< 1 Year",0,39416,152,127,0
"Male",70,1,28,1,"1-2 Year",0,49218,122,260,0
"Male",40,1,37,0,"1-2 Year",1,39591,124,181,0
"Male",92,1,36,0,"1-2 Year",0,33601,160,18,0
"Male",43,1,30,0,"< 1 Year",0,2630,1,54,0
"Female",23,1,41,1,"< 1 Year",0,28722,152,240,0
"Male",53,1,28,0,"1-2 Year",1,31596,26,287,1
"Male",98,1,3,1,"< 1 Year",0,22744,152,53,0
"Male",52,1,28,0,"> 2 Years",1,69007,26,161,1
"Male",48,1,14,0,"1-2 Year",1,29724,124,162,0
"Male",43,1,8,0,"1-2 Year",1,37964,124,113,0
"Female",28,1,28,1,"< 1 Year",0,33752,152,246,0
"Male",38,1,35,0,"1-2 Year",1,2630,156,286,0
"Female",31,1,13,1,"< 1 Year",0,22408,152,155,0
"Male",22,1,50,1,"< 1 Year",0,34808,152,202,0
"Female",34,1,28,0,"1-2 Year",1,41746,124,71,1
"Female",31,1,50,0,"< 1 Year",0,35572,152,134,0
"Male",21,1,33,1,"< 1 Year",0,31628,152,60,0
"Male",47,1,28,0,"1-2 Year",1,2630,26,63,0
"Male",67,1,47,1,"1-2 Year",0,39838,124,170,0
"Male",22,1,8,1,"< 1 Year",0,42400,152,193,0
"Female",21,1,28,0,"< 1 Year",1,41368,160,282,0
"Female",63,1,28,0,"> 2 Years",1,33698,55,238,0
"Male",50,1,18,0,"1-2 Year",1,36996,124,72,0
"Female",33,1,46,1,"< 1 Year",0,24457,160,160,0
"Female",23,1,12,1,"< 1 Year",0,32630,152,57,0
"Male",24,1,28,0,"< 1 Year",1,38705,152,39,0
"Male",56,1,28,0,"1-2 Year",1,49741,26,231,1
"Female",41,1,50,0,"1-2 Year",1,36166,152,26,0
"Male",43,1,29,0,"1-2 Year",1,29688,26,209,1
"Female",26,1,8,1,"< 1 Year",0,26224,152,120,0
"Female",24,1,36,0,"< 1 Year",0,31695,152,109,0
"Male",21,1,9,0,"< 1 Year",1,36324,152,194,1
"Female",54,1,28,0,"1-2 Year",1,44482,26,33,1
"Female",21,1,8,0,"< 1 Year",1,35817,160,229,0
"Female",52,1,39,0,"1-2 Year",1,37609,26,28,0
"Female",77,0,28,0,"1-2 Year",1,31319,26,26,0
"Female",25,1,12,0,"< 1 Year",1,23999,152,95,0
"Female",37,1,28,0,"1-2 Year",1,45422,26,211,0
"Male",35,1,28,0,"1-2 Year",1,40846,124,247,1
"Male",57,1,8,0,"1-2 Year",1,39170,25,32,1
"Female",44,1,45,0,"1-2 Year",1,27044,157,15,0
"Male",62,1,35,0,"1-2 Year",1,34047,124,105,0
"Female",26,1,21,1,"< 1 Year",0,24912,152,205,0
"Male",43,1,28,0,"> 2 Years",1,47730,124,243,1
"Male",45,1,19,0,"1-2 Year",1,25256,26,177,0
"Male",50,1,28,0,"1-2 Year",1,49236,26,27,1
"Female",56,1,35,0,"1-2 Year",1,38405,10,173,0
"Female",29,1,30,1,"< 1 Year",0,34899,152,92,0
"Female",23,1,18,1,"< 1 Year",0,31101,152,237,0
"Female",22,1,47,1,"< 1 Year",0,34346,152,206,0
"Male",58,1,49,1,"1-2 Year",0,2630,26,189,0
"Male",21,1,46,1,"< 1 Year",0,35535,160,251,0
"Male",23,1,11,1,"< 1 Year",0,30022,152,77,0
"Male",33,1,31,1,"< 1 Year",0,2630,152,189,0
"Male",58,1,50,1,"1-2 Year",0,36469,26,220,0
"Male",23,1,28,0,"< 1 Year",1,30424,152,58,1
"Male",62,1,28,0,"1-2 Year",1,26216,26,205,1
"Female",63,1,41,1,"1-2 Year",0,2630,124,242,0
"Male",45,1,20,0,"1-2 Year",1,2630,26,38,0
"Male",38,1,41,0,"1-2 Year",1,30017,124,276,0
"Female",29,1,13,1,"< 1 Year",0,23675,152,276,0
"Male",40,1,48,0,"1-2 Year",1,2630,26,140,0
"Male",28,1,28,0,"< 1 Year",1,54515,124,107,1
"Female",28,1,46,1,"< 1 Year",0,2630,156,68,0
"Female",21,1,11,0,"< 1 Year",1,30333,152,268,0
"Male",40,1,28,0,"1-2 Year",1,31490,122,279,1
"Female",63,1,24,0,"1-2 Year",1,2630,157,245,0
"Male",43,1,28,0,"1-2 Year",1,23501,26,58,1
"Female",26,1,29,1,"< 1 Year",0,26898,152,243,0
"Male",25,1,29,1,"< 1 Year",0,34983,152,25,0
"Male",78,1,46,0,"1-2 Year",1,29640,124,233,0
