Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
0,55,1,35,1,1,0,23220,89,291,0
1,29,1,21,1,0,0,2630,152,135,0
0,51,1,28,0,1,1,68264,24,153,0
0,71,1,41,0,1,1,59586,26,146,1
0,24,1,41,1,0,0,43190,152,272,0
1,49,1,28,0,1,1,107446,26,216,1
1,45,1,28,1,1,0,59315,122,68,0
0,64,1,50,0,1,1,29018,26,83,0
1,46,1,46,1,1,0,30907,93,167,0
1,48,1,28,0,2,1,46615,26,130,1
0,24,1,46,1,0,0,45202,152,30,0
0,22,1,33,1,0,0,30331,152,55,0
0,36,1,15,0,1,1,30165,124,47,1
1,68,1,28,1,1,0,43440,124,183,0
0,21,1,7,1,0,0,48667,160,276,0
0,23,1,15,1,0,1,29431,160,92,0
0,48,1,20,1,1,0,2630,26,181,0
0,48,1,8,0,1,1,39240,124,267,0
1,51,1,30,1,1,0,31917,152,64,0
0,46,1,28,0,1,1,2630,122,15,0
0,72,1,8,0,2,1,2630,156,11,0
0,52,1,8,1,1,0,42682,124,71,0
1,33,1,46,1,1,0,53169,156,110,1
1,22,1,33,1,0,0,32124,152,203,0
0,47,1,28,0,1,1,31847,124,26,1
0,40,1,3,1,1,1,17617,124,290,0
1,32,1,27,0,1,1,2630,124,132,1
0,37,1,7,0,1,1,2630,154,79,0
0,73,1,43,0,1,1,35986,26,276,0
0,25,1,28,1,0,0,45487,152,89,0
1,37,1,33,1,1,0,31439,22,264,0
1,24,1,41,1,0,0,26028,152,165,0
1,26,1,41,0,0,1,2630,160,258,0
0,52,1,38,0,1,1,27174,26,77,0
0,49,1,35,0,1,1,36738,26,250,0
1,39,1,28,1,1,0,46310,26,168,0
0,22,1,45,1,0,0,29319,152,97,0
0,41,1,28,0,1,0,27000,155,47,0
0,50,1,21,1,1,0,28573,26,118,0
0,42,1,47,0,1,1,29663,26,146,1
0,59,1,33,0,1,1,2630,156,109,1
0,23,1,12,1,0,0,23061,152,71,0
1,61,1,28,0,1,1,68900,124,40,0
0,24,1,30,0,0,0,26650,152,59,0
1,28,1,41,1,0,0,41450,152,288,0
1,23,1,30,1,0,0,30543,152,13,0
0,43,1,28,1,1,0,31841,23,243,0
0,25,1,31,1,0,0,2630,152,194,0
1,48,1,28,0,2,1,30408,124,148,0
0,27,1,8,0,0,1,33487,26,244,0
1,24,1,15,0,0,1,40170,152,82,1
0,55,1,48,1,1,1,2630,26,172,0
1,23,1,28,1,0,0,38350,152,161,0
0,51,1,41,0,1,1,26344,26,156,1
1,29,1,30,0,1,1,28204,124,12,1
0,23,1,36,1,0,0,43908,152,65,0
1,57,1,39,0,1,1,2630,156,283,0
0,21,1,30,0,0,1,37260,160,74,0
0,23,1,35,0,1,1,36245,124,24,1
1,22,1,6,1,0,0,24457,152,235,0
0,24,1,29,1,0,0,31241,152,192,0
0,20,1,46,1,0,0,67052,160,241,0
0,22,1,14,1,0,0,32046,152,115,0
0,23,1,28,0,0,1,69856,124,293,1
0,24,1,37,1,0,0,35802,152,202,0
0,23,1,30,1,0,0,23026,152,31,0
0,46,1,28,0,1,1,39912,124,171,1
1,25,1,30,0,0,0,18151,151,74,0
0,75,1,28,0,1,1,51590,26,206,0
0,41,1,28,0,1,1,30437,124,252,1
1,71,1,28,0,1,1,41362,139,70,0
1,41,1,28,1,1,0,39819,26,95,0
0,27,1,46,1,1,0,49544,122,17,0
0,35,1,28,0,1,1,34928,26,138,1
1,26,1,41,1,0,0,26271,152,60,0
0,25,1,3,0,0,0,32465,152,232,0
1,49,1,28,0,1,1,55861,122,25,0
0,23,1,44,1,0,0,27480,151,57,0
0,29,1,28,0,1,1,25692,124,270,1
0,50,1,46,0,1,1,28375,124,175,0
0,79,1,41,0,1,1,40993,26,98,1
1,72,1,8,0,2,1,2630,26,276,0
1,68,1,8,0,1,1,67500,7,208,0
0,42,1,33,1,1,0,35055,124,299,0
0,46,1,28,1,1,0,23845,26,229,0
0,25,1,46,0,0,1,2630,156,145,1
1,21,1,46,1,0,0,25827,152,92,0
1,21,1,28,0,1,1,2630,157,230,0
1,49,1,15,0,1,1,29414,14,28,0
1,43,1,8,0,1,1,2630,156,247,1
1,27,1,36,0,0,0,39422,152,212,0
0,53,1,29,0,1,1,2630,157,219,1
0,36,1,28,0,1,1,31505,29,281,0
0,69,1,20,0,1,1,2630,26,199,0
0,26,1,13,1,0,0,35197,152,270,0
1,49,1,11,0,1,1,39276,157,74,1
0,44,1,28,0,1,1,25103,122,143,1
1,23,1,36,1,0,0,33890,152,38,0
0,41,1,0,0,1,1,2630,122,181,0
0,28,1,36,0,0,0,47230,152,198,0
1,25,1,28,1,0,0,46413,152,99,0
1,24,1,15,0,0,0,28144,152,285,0
0,61,1,41,1,1,0,29376,124,76,0
1,49,1,28,0,1,0,39786,26,64,0
1,72,1,26,1,1,0,42565,26,126,0
1,24,1,2,0,0,1,32995,152,209,0
0,41,1,28,1,1,0,45160,26,204,0
0,23,1,13,1,0,0,21214,152,104,0
1,23,1,43,1,0,0,29469,152,143,0
0,21,1,15,1,0,0,30925,152,226,0
0,24,1,2,1,0,0,27064,152,203,0
1,44,1,20,0,1,1,2630,31,55,0
1,64,1,30,1,2,1,2630,157,111,0
1,22,1,46,0,0,1,28218,152,132,0
1,40,1,28,0,1,1,34598,26,11,0
0,60,1,6,1,1,0,46907,124,110,0
1,58,1,28,0,2,1,49913,124,138,1
0,22,1,7,0,0,1,37021,152,77,0
0,44,1,50,1,1,0,36312,124,170,0
1,70,1,11,0,2,1,51508,26,197,0
1,41,1,41,0,1,1,30502,26,69,1
0,31,1,16,1,0,0,36345,152,287,0
1,48,1,28,0,2,1,65821,26,113,1
0,48,1,35,1,1,0,2630,160,77,0
1,64,1,28,0,1,1,48281,26,58,0
0,23,1,8,0,0,0,29626,152,105,0
0,25,1,3,1,0,0,29057,152,272,0
0,25,1,28,0,1,1,39425,163,36,0
1,23,1,15,1,0,0,28310,152,100,0
0,44,1,28,0,1,1,40958,26,19,0
0,51,1,46,1,1,0,22599,25,240,0
1,26,1,15,1,0,0,25864,152,25,0
1,27,1,11,1,0,0,23211,152,122,0
1,23,1,45,0,0,1,36875,152,135,0
1,40,1,2,1,1,0,25184,26,107,0
0,48,1,28,0,1,1,59030,26,212,1
1,23,1,43,1,0,0,30752,152,192,0
1,55,1,28,0,1,1,2630,157,16,0
1,39,1,3,1,1,1,22131,26,224,0
1,47,1,41,0,1,1,54272,124,180,0
0,60,1,28,0,1,1,41391,26,42,0
0,50,1,28,0,1,1,41032,124,153,0
0,44,1,28,0,2,1,39261,124,222,1
0,20,1,40,0,0,1,34417,160,174,0
0,21,1,50,0,0,1,37850,160,100,0
1,22,1,29,1,0,0,28372,152,147,0
1,41,1,28,0,1,1,52138,124,74,0
0,51,1,28,0,1,1,23823,154,246,0
1,44,1,28,0,1,1,41634,26,79,0
1,22,1,6,1,0,0,2630,152,85,0
1,26,1,8,0,0,0,46466,152,246,0
0,25,1,50,1,0,0,28160,152,44,0
0,35,1,8,0,1,1,27512,124,105,1
0,71,1,29,0,1,1,34960,26,277,0
0,24,1,24,0,0,1,36005,152,28,1
1,31,1,38,0,1,1,2630,156,16,1
0,57,1,3,0,1,1,2630,26,157,1
1,31,1,50,1,0,0,37608,152,14,0
0,23,1,27,1,0,0,26007,152,183,0
1,31,1,18,1,0,0,24903,152,68,0
0,52,1,28,0,1,1,2630,156,283,0
1,29,1,28,0,1,1,39187,124,98,1
0,46,1,28,0,1,1,57238,26,155,1
1,73,1,3,0,1,1,20074,124,145,0
1,21,1,26,0,0,1,24881,152,97,0
1,52,1,28,0,1,1,2630,158,199,1
0,33,1,3,1,0,0,32113,152,177,0
1,42,1,28,1,1,0,2630,122,120,0
0,55,1,5,0,1,1,2630,157,282,0
0,50,1,48,0,1,1,2630,124,275,0
1,44,1,28,0,1,1,41379,26,290,1
0,50,1,33,0,2,1,40841,124,154,0
1,27,1,15,1,0,0,36385,160,83,0
0,24,1,30,1,0,0,31545,152,132,0
0,20,1,6,1,0,0,33229,156,270,0
1,25,1,35,1,0,0,29848,152,294,0
0,39,1,28,1,1,0,36853,61,143,0
0,44,1,28,0,1,1,40593,122,18,1
1,21,1,46,1,0,0,28654,160,286,0
1,22,1,11,1,0,0,33382,152,54,0
1,45,1,28,0,1,1,43252,154,258,0
1,33,1,50,1,0,0,36543,152,275,0
1,23,1,37,1,0,0,32384,152,174,0
0,57,1,28,0,1,1,61512,124,240,0
0,54,1,28,0,1,0,35064,124,279,0
1,22,1,41,0,0,1,45194,152,285,0
1,36,1,8,1,1,0,27666,154,100,0
1,22,1,2,1,0,0,23451,152,163,0
0,53,1,28,1,1,0,34302,26,251,0
1,31,1,1,0,2,1,2630,26,120,0
1,40,1,40,0,1,1,2630,157,174,0
0,36,1,33,0,1,1,38874,26,38,0
1,27,1,46,1,0,0,24164,152,90,0
1,22,1,47,0,0,0,23856,152,271,0
0,64,1,28,0,1,1,58417,122,172,1
1,34,1,8,0,1,1,2630,156,76,0
0,21,1,2,0,0,1,29631,160,14,0
0,50,1,3,1,1,0,36080,124,237,0
0,35,1,15,1,1,0,51930,152,102,0
1,27,1,29,1,0,0,21515,152,148,0
0,23,1,3,1,0,1,25242,152,72,0
0,25,1,10,1,0,0,25702,152,241,0
0,27,1,11,1,0,0,24055,152,168,0
0,49,1,28,0,1,1,58571,55,265,0
0,43,1,8,0,1,0,34328,26,206,0
1,40,1,28,0,2,1,44575,26,88,1
1,65,0,28,0,1,1,50461,26,257,0
1,27,1,15,0,0,1,2630,152,122,0
0,24,1,15,0,0,0,41305,152,285,0
0,46,1,30,0,1,1,2630,156,184,0
1,20,1,28,0,1,1,2630,158,12,0
1,33,1,28,1,1,0,49098,13,253,0
1,25,1,6,1,0,0,20322,152,92,0
1,23,1,15,1,0,0,32190,152,243,0
0,29,1,8,1,0,0,33541,152,179,0
0,41,1,36,0,1,1,2630,157,187,1
1,27,1,15,1,0,0,42262,152,283,0
0,56,1,8,1,1,0,2630,26,76,0
0,28,1,28,1,0,0,39661,152,88,0
1,35,1,28,0,2,1,67205,55,74,1
0,28,1,47,0,0,1,34975,152,186,1
0,23,1,11,1,0,0,44715,152,224,0
1,61,1,45,1,1,0,27551,13,263,0
1,23,1,10,1,0,0,27043,152,71,0
1,39,1,8,0,1,1,45075,155,46,1
1,25,1,6,1,0,0,27428,152,247,0
0,44,1,6,0,1,1,2630,124,63,0
1,51,1,39,1,1,0,30385,127,189,0
0,46,1,38,0,1,0,40443,124,220,0
0,36,1,11,0,1,1,2630,156,197,0
1,61,1,13,1,1,0,28302,26,35,0
0,41,1,28,1,1,0,43004,124,73,0
0,26,1,28,1,0,0,43294,152,218,0
0,26,1,15,0,0,1,37913,152,518,0
1,28,1,8,1,1,0,34603,124,246,0
1,38,1,28,0,1,1,23448,29,84,1
1,69,1,50,1,1,0,2630,160,81,0
1,24,1,42,0,0,0,2630,151,43,0
1,26,1,15,1,0,0,39125,152,240,0
0,63,1,1,0,1,1,2630,124,263,0
1,23,1,28,0,1,1,59397,26,191,0
0,36,1,41,1,1,0,35505,152,55,0
1,23,1,50,1,0,0,26603,152,64,0
1,24,1,39,0,0,1,32162,152,168,1
1,40,1,28,0,1,1,97799,55,233,0
0,45,1,8,1,1,0,35728,26,278,0
0,29,1,14,0,1,1,22658,154,114,1
0,47,1,41,0,1,1,2630,124,56,0
1,25,1,36,1,0,0,31448,152,295,0
1,51,1,36,1,1,0,2630,152,48,0
0,20,1,28,1,0,0,38425,160,225,0
1,56,1,45,0,1,1,24537,26,44,1
0,44,1,20,1,1,0,2630,26,231,0
1,29,1,7,1,0,0,152009,152,178,0
1,27,1,8,1,0,0,33484,152,299,0
1,25,1,29,1,0,0,28467,152,188,0
1,26,1,13,1,0,0,2630,152,236,0
1,22,1,8,1,0,0,50640,152,293,0
0,54,1,28,1,1,0,53010,52,281,0
0,56,1,31,0,1,1,2630,26,148,0
1,44,1,8,1,1,1,48217,124,71,0
0,20,1,37,0,0,1,28395,160,284,0
1,65,1,28,0,1,1,24548,124,132,0
1,24,1,8,1,0,0,32540,152,234,0
0,46,1,28,0,1,1,40868,26,292,1
0,59,1,10,0,1,1,25618,122,140,0
1,33,1,36,1,1,0,2630,124,106,0
0,42,1,38,0,1,1,33004,124,143,0
0,55,1,21,0,1,1,23805,152,39,0
1,54,1,9,1,1,0,36498,26,100,0
1,31,1,11,1,0,0,2630,152,120,0
0,62,1,41,0,1,1,2630,156,54,1
1,32,1,10,1,0,0,28382,152,20,0
0,24,1,8,1,0,0,50546,152,186,0
1,21,1,26,1,0,1,33205,160,168,0
0,48,1,14,0,1,1,23308,26,297,1
1,32,1,28,0,0,1,34517,26,61,0
1,69,1,47,0,1,1,39013,16,27,0
0,40,1,28,0,1,1,38279,26,176,1
0,43,1,41,1,1,0,27591,124,120,0
0,21,1,16,1,0,0,48596,160,186,0
1,48,1,38,0,1,1,67405,124,180,0
1,26,1,8,1,0,0,28170,152,193,0
0,44,1,28,0,2,1,38903,26,267,1
0,22,1,18,1,0,0,33092,152,214,0
0,45,1,28,0,1,1,43254,26,74,0
0,62,1,46,0,2,1,2630,31,13,0
1,60,1,45,1,1,0,2630,124,299,0
0,26,1,11,1,0,0,31589,152,214,0
1,42,1,28,1,1,0,42632,124,142,0
1,58,1,8,0,2,1,51043,26,272,0
0,43,1,41,0,1,1,25982,12,44,1
0,23,1,35,1,0,0,36181,152,131,0
1,37,1,24,0,1,1,36046,124,229,0
0,27,1,6,1,0,0,25729,152,113,0
1,60,1,28,0,1,1,56064,122,105,1
1,24,1,28,1,0,0,23962,26,149,0
1,22,1,6,1,0,0,31698,152,292,0
0,60,1,35,0,1,1,23105,124,287,1
1,24,1,50,0,0,1,22399,152,262,0
0,43,1,32,0,1,1,28190,154,147,1
0,62,1,29,1,1,0,43516,26,139,0
0,22,1,13,0,0,1,24205,152,175,1
0,25,1,27,1,0,0,2630,26,163,0
0,55,1,28,0,1,1,25048,122,121,1
0,76,1,33,1,1,1,30644,124,73,0
0,22,1,15,1,0,0,38936,152,165,0
0,33,1,28,0,1,1,28150,124,186,1
0,60,1,8,0,2,1,2630,7,200,0
0,20,1,28,0,0,1,41777,160,72,0
1,48,1,28,1,1,0,25287,122,264,0
0,45,1,2,1,1,0,31667,152,154,0
1,43,1,8,0,1,1,35063,124,20,0
1,24,1,8,1,0,0,41046,152,168,0
0,54,1,8,0,1,1,76321,122,23,0
1,24,1,30,1,0,0,25866,152,61,0
1,74,1,28,0,2,1,43784,26,184,0
1,30,1,21,1,0,0,25990,152,144,0
0,30,1,30,1,0,0,24171,152,174,0
0,72,1,48,0,1,1,2630,26,30,0
0,35,1,28,0,1,1,38916,124,275,1
0,31,1,18,0,0,1,2630,156,260,1
0,42,1,28,0,1,1,25865,23,106,1
0,58,1,26,1,1,0,40328,22,278,0
0,42,1,47,0,1,1,39213,16,233,0
1,42,1,28,0,1,1,42957,26,158,1
0,65,1,33,0,1,0,55145,31,124,0
0,58,1,3,0,2,1,2630,26,90,1
0,59,1,28,1,1,1,31462,124,39,0
0,43,1,28,0,1,1,33191,26,233,0
1,24,1,39,1,0,0,35728,152,206,0
1,37,1,15,1,1,1,33230,124,49,0
0,22,1,30,1,0,0,24910,152,209,0
0,56,1,35,0,1,1,84915,26,13,0
0,60,1,48,1,1,0,2630,120,202,0
0,40,1,28,0,1,1,49045,26,224,0
0,29,1,18,0,0,1,2630,152,195,0
0,34,1,28,0,1,1,39151,26,170,1
0,23,1,28,0,0,1,24869,152,209,1
0,34,1,28,0,1,1,48440,26,24,1
0,29,1,30,1,0,0,2630,160,33,0
0,39,1,28,0,1,1,47378,124,199,0
1,29,1,25,1,0,0,30963,152,230,0
0,44,1,28,0,1,1,36034,124,277,0
0,53,1,28,0,1,1,2630,124,288,0
1,61,1,3,0,1,1,2630,156,156,0
1,67,1,28,0,2,1,25741,124,154,0
1,52,1,11,1,1,0,30561,26,20,0
1,40,1,28,1,1,0,43306,26,22,0
0,21,1,30,1,0,0,31440,152,145,0
1,68,1,28,0,1,1,50986,150,231,0
1,43,1,46,1,1,0,30890,94,97,0
1,41,1,41,1,1,0,31521,109,236,0
0,25,1,29,0,0,1,29371,152,241,1
1,47,1,43,0,1,1,33210,26,148,0
0,77,1,42,0,1,0,38753,124,270,0
0,50,1,28,1,1,0,38514,55,295,0
1,40,1,28,1,1,0,64835,122,1760,0
1,26,1,8,1,0,0,43353,152,244,0
0,51,1,28,0,1,1,47960,42,71,0
1,22,1,2,0,0,1,42126,152,170,0
1,41,1,28,0,2,1,48532,52,256,0
0,52,1,11,0,2,1,33045,124,33,0
0,40,1,31,1,1,0,2630,148,151,0
0,26,1,28,0,0,1,55620,124,167,0
1,51,1,28,0,1,1,35308,26,212,0
1,53,1,49,0,1,1,32798,124,296,1
0,21,1,27,1,0,0,2630,160,120,0
0,80,1,15,1,1,0,28159,124,270,0
0,24,1,31,0,0,0,2630,152,234,0
1,36,1,28,0,1,1,2630,124,111,0
0,31,1,28,1,1,0,2630,156,104,0
0,47,1,28,0,1,1,56813,26,13,0
1,40,1,41,0,2,1,40935,12,151,1
1,41,1,28,0,2,1,57444,26,94,0
0,34,1,15,1,1,0,2630,152,24,0
0,65,1,15,0,1,1,29082,26,3927,0
1,22,1,17,0,0,0,32992,152,106,0
0,26,1,28,1,0,0,32959,152,183,0
0,36,1,37,0,1,1,31842,163,285,1
1,49,1,50,0,1,1,29736,8,208,1
1,40,1,28,0,1,1,34032,156,214,1
1,45,1,28,0,1,1,34241,26,238,1
1,22,1,30,1,0,0,28092,152,46,0
0,54,1,29,1,1,0,2630,26,36,0
1,30,1,43,1,0,0,2630,152,21,0
0,47,1,21,1,1,0,2630,26,45,0
0,50,1,46,0,1,1,33305,124,200,1
1,21,1,50,0,0,1,34513,160,284,0
0,24,1,21,1,0,0,42867,152,117,0
0,62,1,35,0,1,1,71866,26,50,1
1,31,1,36,1,0,0,2630,160,648,0
0,40,1,50,1,1,0,37376,124,140,0
0,34,1,28,0,1,0,63819,23,140,0
1,45,1,28,0,2,1,2630,122,225,0
0,37,1,33,0,1,1,34258,138,145,1
1,43,1,15,0,1,1,2630,124,278,0
1,41,1,8,0,1,1,33795,124,175,0
0,28,1,10,0,0,1,27921,156,101,1
1,52,1,8,0,1,1,2630,152,175,0
0,73,1,28,0,1,1,55827,124,232,1
